font_size,fontname,text,has_fullstop,text_length,x0,x1,y0,y1,height,size_diff_prev,xdiff,ydiff,isHeader,headerLevel
10,"+
",δϕ + ,False,5,255.941,276.64491028000003,390.69025560000006,400.65285560000007,9.962600000000009,0,13.908999999999963,-13.573000000000036,,
7,a,∂L ∂∇aϕ ,False,8,280.054,304.95471708,382.94208280000004,407.3928556000001,24.45077280000004,-3,24.11299999999997,14.48817280000003,,
10,∇∇,∇aδϕ = ∇aK a ,False,13,306.15,369.91366386,389.77608280000004,402.3578828,12.581799999999987,3,26.096000000000004,-11.868972800000051,,
10,− ,J a = ˜J a − K a = ,False,19,235.85199999999998,308.42591028,349.38725560000006,361.8688556000001,12.481600000000014,0,-70.298,-0.10019999999997253,,
7,a,∂L ∂∇aϕ ,False,8,312.389,337.28871708,341.63908280000004,366.0898556000001,24.45077280000004,-3,76.53700000000003,11.969172800000024,,
10,− ,δϕ − K a ,False,9,338.485,374.89766385999997,349.38725560000006,361.05488280000003,11.66762719999997,3,26.096000000000004,-12.783145600000068,,
10,"Now, applying eom, we get
","Now, applying eom, we get ",False,26,133.76799999999997,251.66142336,326.72425560000005,336.68685560000006,9.962600000000009,0,-204.71700000000004,-1.7050271999999609,,
10,"This is Noether’s theorem.
",This is Noether’s theorem. ,True,27,133.768,249.66790710000004,296.8362556000001,306.7988556000001,9.962600000000009,0,2.842170943040401e-14,0.0,,
10,∇,∇aJ a = 0 ,False,10,284.28,326.97081307999997,313.85408280000007,326.43588280000006,12.581799999999987,0,150.51199999999997,2.619199999999978,,
10,"(2)
",(2) ,False,4,464.74899999999997,477.47921027999996,390.69025560000006,400.65285560000007,9.962600000000009,0,180.469,-2.619199999999978,,
10,"(3)
",(3) ,False,4,464.74899999999997,477.47921027999996,349.38725560000006,359.34985560000007,9.962600000000009,0,0.0,0.0,,
10,"(4)
",(4) ,False,4,464.75357108000003,477.48378136,314.76925560000006,324.7318556000001,9.962600000000009,0,0.004571080000062011,0.0,,
10,Quantum Noether’s theorem. ,Quantum Noether’s theorem. A quantum symmetry must leave the ,True,61,148.712,477.47831594,272.92625560000005,282.88885560000006,9.962600000000009,0,-316.04157108000004,0.0,,
10,"whole path integral measure invariant:
",whole path integral measure invariant: ,False,39,133.76799999999997,301.60891846000004,260.97125560000006,270.9338556000001,9.962600000000009,0,-14.944000000000017,0.0,,
7,′,DϕeiS[ϕ] = Dϕ′eiS[ϕ′] ,False,22,259.246,351.50332692000006,239.05325560000006,252.12092780000006,13.067672200000004,-3,125.47800000000001,3.105072199999995,,
10,"(5)
",(5) ,False,4,464.749,477.47921028,239.05325560000006,249.01585560000004,9.96259999999998,3,205.50300000000004,-3.1050722000000235,,
10,"We promote the global symmetry to a local one and see the consequences.
",We promote the global symmetry to a local one and see the consequences. ,True,72,148.71200000000005,477.47979252000016,217.13525560000005,227.09785560000003,9.96259999999998,0,-316.037,0.0,,
10,"For the global symmetry we have
",For the global symmetry we have ,False,32,133.76800000000006,279.02868556,205.18025560000004,215.14285560000002,9.96259999999998,0,-14.943999999999988,0.0,,
10,"=
",δS = ,False,5,232.65200000000004,254.65691028000003,177.83825560000002,187.8008556,9.96259999999998,0,98.88399999999999,0.0,,
10,"(cid:90)
",(cid:90) ,False,9,257.42400000000004,262.95922056000006,187.35344,197.31604000000002,9.962600000000009,0,24.77199999999999,2.842170943040401e-14,,
10,"L
",(cid:18) ∂L ∂ϕ ,False,15,274.75100000000003,295.99420522,171.00425560000002,197.80304,26.798784399999988,0,17.326999999999998,16.83618439999998,,
10,"ϵ
",ϵ ,False,2,269.047,273.09081934000005,177.83825560000002,187.8008556,9.96259999999998,0,-5.704000000000008,-16.836184400000008,,
10,"+
",δϕ + ,False,5,297.19,317.89391028,177.83825560000002,187.8008556,9.96259999999998,0,28.142999999999972,0.0,,
10,"(cid:19)
",(cid:19) ,False,9,371.26200000000006,378.59546986000004,187.84044,197.80304,9.962600000000009,0,74.07200000000006,2.842170943040401e-14,,
10,∇,∇aδϕ ,False,5,347.39900000000006,371.2626753200001,176.9230828,187.8008556,10.877772800000002,0,-23.863,0.9151727999999935,,
7,a,∂L ∂∇aϕ ,False,8,321.303,346.20271708000007,170.0900828,194.54085560000001,24.45077280000001,-3,-26.09600000000006,13.573000000000008,,
10,ϵx,We promote to local symmetry so that ϵ(x) is not constant: ,False,59,133.76800000000003,394.50812832,149.9422556,159.9048556,9.96259999999998,3,-187.53499999999997,-14.48817280000003,,
10,"(cid:90) (cid:16)
",(cid:90) (cid:16) ,False,18,270.3470000000001,287.91966472000007,129.94643999999997,142.41103999999999,12.464600000000019,0,136.57900000000006,2.502000000000038,,
10,∇∇,∇aK aϵ + ˜J a∇aϵ ,False,17,287.9190000000001,359.7228193400001,122.01808279999999,135.41385559999998,13.395772799999989,0,17.572000000000003,0.9311727999999704,,
10,"(cid:17)
",(cid:17) ,False,9,359.72300000000007,365.67266472000006,129.94643999999997,139.90903999999998,9.962600000000009,0,71.80399999999997,-3.43317279999998,,
10,"=
",δS = ,False,5,245.57500000000007,267.5789102800001,122.93225559999999,132.8948556,9.962600000000009,0,-114.148,0.0,,
10,"1
",1 ,False,2,303.13300000000004,308.1143,87.43225559999998,97.39485559999999,9.962600000000009,0,57.557999999999964,0.0,,
10,"(6)
",(6) ,False,4,464.749,477.47921028,177.83825560000002,187.8008556,9.96259999999998,0,161.61599999999999,-2.842170943040401e-14,,
10,"(7)
",(7) ,False,4,464.7490000000001,477.4792102800001,122.93225559999998,132.89485559999997,9.962599999999995,0,5.684341886080802e-14,1.4210854715202004e-14,,
10,ϵ ,Let ϵ = 0 at bndry to get: ,False,27,133.768,246.73748640000002,655.3022556,665.2648556,9.962600000000066,0,-330.9810000000001,,,
10,"(cid:90)
",(cid:90) ,False,9,295.947,301.48222056000003,639.1004399999999,649.06304,9.962600000000066,0,162.179,0.0,,
10,= ,δS = − ,False,7,261.767,294.28691028000003,629.5852556,639.5478556,9.962600000000066,0,-34.18000000000001,0.0,,
10,∇,ϵ(x)∇aJ a ,False,10,307.57,348.98266386000006,628.6700828,641.2518828000001,12.581800000000044,0,45.803,2.619199999999978,,
10,"(8)
",(8) ,False,4,464.749,477.47921028,629.5852556,639.5478556,9.962600000000066,0,157.17900000000003,-2.619199999999978,,
10,"We now do a change of integration variables. We obtain
",We now do a change of integration variables. We obtain ,True,55,133.76800000000003,378.7911731800002,603.8672556,613.8298556000001,9.962600000000066,0,-330.981,0.0,,
10,"(cid:90)
",(cid:90) ,False,9,169.32800000000003,174.86322056000003,586.77944,596.7420400000001,9.962600000000066,0,35.56,0.0,,
7,iS,DϕeiSϕ(x) = ,False,12,180.95100000000002,238.53796822,577.2642556000001,588.9308828000002,11.666627200000107,-3,11.62299999999999,1.7040272000000414,,
10,"(cid:90)
",(cid:90) ,False,9,241.303,246.83822056,586.77944,596.7420400000001,9.962600000000066,3,60.351999999999975,-1.7040272000000414,,
10,Dϕe,DϕeiS ,False,6,252.926,279.73693066000004,577.2642556000001,588.9308828000002,11.666627200000107,0,11.62299999999999,1.7040272000000414,,
10,"(cid:18)
",(cid:18) ,False,9,282.277,289.61046985999997,587.2664400000001,597.2290400000002,9.962600000000066,0,29.351,-1.7040272000000414,,
10,1 ,1 − i ,False,6,289.61,310.2001157,577.2642556000001,587.2268556000001,9.962600000000066,0,7.333000000000027,0.0,,
10,"(cid:90)
",(cid:90) ,False,9,311.86100000000005,317.3962205600001,586.77944,596.7420400000001,9.962600000000066,0,22.251000000000033,0.0,,
10,"(cid:19)
",(cid:19) ,False,9,351.95200000000006,359.28546986000003,587.2664400000001,597.2290400000002,9.962600000000066,0,40.09100000000001,0.0,,
10,∇,ϵ∇aJ a ,False,7,323.48400000000004,351.45366386000006,576.3490828000001,588.9308828000002,12.581800000000044,0,-28.468000000000018,2.619199999999978,,
10,ϕxϵxδϕx,(ϕ(x) + ϵ(x)δϕ(x)) ,False,19,360.946,441.91991028000007,577.2642556000001,587.2268556000001,9.962600000000066,0,37.46199999999999,-2.619199999999978,,
10,"(9)
",(9) ,False,4,464.75418948000004,477.47443716000004,577.2642556000001,587.2268556000001,9.962600000000066,0,103.80818948000001,0.0,,
7,a ,Note: Here J a may get additional contributions from ϕ → ϕ + ϵ(x)δϕ in Dϕ. ,True,75,133.76800000000003,469.31461028000007,550.1072556,561.2768828000001,11.169627200000036,-3,-330.98618948,1.2070271999999704,,
10,"(cid:90)
",(cid:90) ,False,9,201.84800000000007,207.38322056000007,533.35144,543.3140400000001,9.962600000000066,3,68.08000000000004,-1.2070271999999704,,
10,"(cid:90)
",(cid:90) ,False,9,262.20000000000005,267.7352205600001,533.35144,543.3140400000001,9.962600000000066,0,60.351999999999975,0.0,,
7,iS,DϕeiSϕ(x) ,False,10,213.47100000000006,260.54045514000006,523.8362556000001,535.5038828000002,11.667627200000084,-3,-48.728999999999985,1.7050272000000177,,
10,"(cid:90)
",(cid:90) ,False,9,328.41600000000005,333.9512205600001,533.35144,543.3140400000001,9.962600000000066,3,114.945,-1.7050272000000177,,
10,∇−,ϵ∇aJ a = −i ,False,12,273.82300000000004,326.75511570000003,522.9220828000001,535.5038828000002,12.581800000000044,0,-54.59300000000002,2.619199999999978,,
7,iS,DϕeiSϵ(x)δϕ(x) ,False,15,340.03900000000004,409.3994551400001,523.8362556000001,535.5028828000002,11.666627200000107,-3,66.21600000000001,-0.9151727999999366,,
10,"Thus, we get
","Thus, we get ",False,13,133.7680000000001,189.72294290000008,498.1182556000001,508.0808556000001,9.962600000000009,3,-206.27099999999996,-1.7040272000000982,,
7,aa,⟨∇aJ a(x′)ϕ(x)⟩ = −i¯δ(x − x′) ⟨δϕ(x)⟩ ,False,39,223.24400000000009,388.00345514000026,485.2490828000001,497.8308828000001,12.581799999999987,-3,89.476,2.619199999999978,,
10,"Integrated over a volume, we get
","Integrated over a volume, we get ",False,33,133.76800000000026,276.6227176600003,468.67425560000015,478.63685560000016,9.962600000000009,3,-89.47599999999983,-2.619199999999978,,
10,"(cid:28)(cid:90)
",(cid:28)(cid:90) ,False,17,234.81700000000026,247.82422056000027,451.58644000000015,462.0360400000002,10.449600000000032,0,101.049,0.4870000000000232,,
10,"(cid:29)
",(cid:29) ,False,9,310.90100000000035,318.37295000000034,452.0734400000002,462.0360400000002,9.962600000000009,0,76.08400000000009,-0.4870000000000232,,
7,aa,αnaJ aϕ(x) ,False,11,263.01100000000025,310.90145514000034,441.15608280000015,453.73788280000014,12.581799999999987,-3,-47.8900000000001,2.619199999999978,,
7,"∂M
",∂M ,False,3,247.82400000000027,260.1013749000003,433.5730828000002,440.54688280000016,6.973799999999983,0,-15.186999999999983,-5.608000000000004,,
10,= (),= −i ⟨δϕ(x)⟩ ,False,13,321.14100000000036,376.43045514000045,442.07125560000014,452.03385560000015,9.962600000000009,3,73.31700000000009,2.988800000000026,,
10,M x,if M contains x. ,True,17,133.76800000000043,204.50961028000046,415.46725560000016,425.42985560000017,9.962600000000009,0,-187.37299999999993,0.0,,
14,"2 Noether charges
",2 Noether charges ,False,18,133.76800000000043,272.98639404000045,369.8438372000001,384.1900372000001,14.34620000000001,4,0.0,4.383600000000001,True,2
10,"The operator
",The operator ,False,13,133.76800000000043,191.10774430000043,348.8732556000001,358.8358556000001,9.962600000000009,-4,0.0,-4.383600000000001,,
10,"(cid:90)
",(cid:90) ,False,9,281.0070000000004,286.54222056000043,341.8944400000001,351.8570400000001,9.962600000000009,0,147.23899999999998,0.0,,
7,"∂M
",∂M ,False,3,286.5420000000004,298.81937490000047,323.8820828000001,330.8558828000001,6.973799999999983,-3,5.535000000000025,-2.988800000000026,,
7,"aa
",αnaJ a ,False,7,301.72900000000044,329.74266386000045,331.4640828000001,344.0458828000001,12.581799999999987,0,15.187000000000012,5.608000000000004,,
10,"(10)
",(10) ,False,5,459.7703607400001,477.4818710200001,523.8362556000001,533.7988556000001,9.962600000000066,3,158.04136073999967,-2.619199999999921,,
10,"(11)
",(11) ,False,5,459.76800000000026,477.4795102800003,486.1632556000001,496.12585560000014,9.962600000000009,0,-0.002360739999858197,-5.684341886080802e-14,,
10,"(12)
",(12) ,False,5,459.7680000000004,477.47951028000045,442.07125560000014,452.03385560000015,9.962600000000009,0,1.7053025658242404e-13,0.0,,
10,"(13)
",(13) ,False,5,459.7680000000005,477.4795102800005,332.3792556000001,342.3418556000001,9.962600000000009,0,5.684341886080802e-14,0.0,,
10,Q ,is called a topological surface operator. Q = (cid:82) symmetry: ,True,65,133.76800000000048,339.06933972000047,296.7902556000001,322.6890400000001,25.89878440000001,0,-326.0,15.936184400000002,,
7,Σ ,Σ αnaJ a is the generator of the ,False,33,339.06900000000047,477.47888818000047,305.7830828000001,319.9148828000001,14.131799999999998,-3,205.301,-11.766984400000013,,
10,−,"[Q, ϕ(x)] = −iδϕ(x) ",False,20,262.6910000000005,348.55645514000054,284.8352556000001,294.7978556000001,9.962600000000009,3,-76.37799999999999,-4.169199999999989,,
10,"(14)
",(14) ,False,5,459.7689589400005,477.48046922000054,284.8352556000001,294.7978556000001,9.962600000000009,0,197.07795894000003,0.0,,
7,"E
",In the Euclidean case for timelike boundary we have nE Q = − (cid:82) ,False,70,133.76800000000054,372.64992606000055,255.39125560000025,278.5148828000001,23.123627199999873,-3,-326.00095894,13.161027199999864,,
10,J ,a J a we have ,False,14,182.8670000000006,238.5351794400006,253.50808280000018,266.5598828000002,13.051800000000014,3,49.099000000000046,-10.07182719999986,,
10,n,Σ nE ,False,5,169.0410000000006,188.71592606000058,252.4280828000002,266.5598828000002,14.131799999999998,0,-13.825999999999993,1.079999999999984,,
10,−,a = −inL ,False,9,366.80100000000056,409.4413670600006,265.46308280000017,278.5148828000002,13.051800000000014,0,197.75999999999996,-1.079999999999984,,
7,a ,a and so defining ,False,18,403.97600000000057,477.4827803200006,265.4630828000002,277.30885560000024,11.84577280000002,-3,37.17500000000001,-1.206027199999994,,
10,−,"[Q, ϕ(x)] = −δϕ(x) ",False,19,264.4070000000006,346.8404551400007,243.4352556000002,253.39785560000018,9.96259999999998,3,-139.56899999999996,-1.8831728000000396,,
10,"(15)
",(15) ,False,5,459.7665261400007,477.4780364200007,243.4352556000002,253.39785560000018,9.96259999999998,0,195.35952614000007,0.0,,
10,→ ,The transformation ϕ → ϕ′ is a representation of the underlying symmetry ,False,73,148.7120000000007,477.4813683600007,225.9462556000002,237.1148828000002,11.168627200000003,0,-311.05452614,1.2060272000000225,,
10,A,"group. In this representation, we can write, given the generator Aα, ",True,69,133.76800000000068,430.2996102800007,213.9912556000002,225.1598828000002,11.168627200000003,0,-14.944000000000017,0.0,,
7,A ,We have the Noether charge QA corresponding to this δϕ. We have ,True,64,133.7680000000007,428.64181168000067,170.71808280000016,181.59585560000016,10.877772800000002,-3,2.842170943040401e-14,-0.2908544000000006,,
10,−,δϕ = −iAαϕ ,False,11,278.47800000000075,332.7687170800007,192.81225560000019,204.47888280000018,11.666627199999994,3,144.71000000000004,0.7888543999999911,,
10,"We note that
",We note that ,False,13,133.7680000000006,191.3269215000006,129.27525560000018,139.23785560000016,9.96259999999998,0,-144.71000000000015,-1.704027200000013,,
10,−,"[QA, ϕ(x)] = −Aαϕ ",False,18,263.7110000000007,347.5357170800006,149.53908280000016,162.12088280000017,12.581800000000015,0,129.9430000000001,2.619200000000035,,
7,BAαα,"[QB, [QA, ϕ(x)]] = AαBαϕ ",False,25,248.3710000000006,362.87571708000064,116.40508280000017,128.98688280000016,12.581799999999987,-3,-15.340000000000089,-2.842170943040401e-14,,
10,"2
",2 ,False,2,303.1330000000006,308.1143000000006,87.43225560000016,97.39485560000017,9.962600000000009,3,54.762,-2.619199999999978,,
10,"(16)
",(16) ,False,5,459.7680000000007,477.47951028000074,192.81225560000019,202.77485560000017,9.96259999999998,0,156.6350000000001,-2.842170943040401e-14,,
10,"(17)
",(17) ,False,5,459.7680000000006,477.4795102800006,150.45425560000018,160.41685560000016,9.96259999999998,0,-1.1368683772161603e-13,0.0,,
10,"(18)
",(18) ,False,5,459.7680000000006,477.4795102800006,117.32025560000017,127.28285560000018,9.962600000000009,0,0.0,2.842170943040401e-14,,
10,"and so
",and so ,False,7,133.768,162.04783636,655.3022556,665.2648556,9.962600000000066,0,-326.00000000000057,,,
7,"[]
","[QA, QB] = Q[A,B] ",False,18,265.651,345.09932691999995,642.1280828,653.3098556,11.181772799999976,-3,131.883,1.2191727999999102,,
10,"(19)
",(19) ,False,5,459.7679999999999,477.47951027999994,643.3472555999999,653.3098556,9.962600000000066,3,194.1169999999999,-1.2191727999999102,,
10,"Therefore Noether charges form a representation of the symmetry group, by
exponentiation:
","Therefore Noether charges form a representation of the symmetry group, by exponentiation: ",False,90,133.76799999999992,477.47471121999996,613.4592555999999,635.3768556,21.917600000000107,0,-326.0,11.955000000000041,,
10,e,e−iaQA ,False,7,290.4049999999999,319.8461249299999,601.5042555999999,613.1718827999999,11.667627200000084,0,156.637,-10.249972800000023,,
10,"(20)
",(20) ,False,5,459.7679999999999,477.47951027999994,601.5042556,611.4668556,9.962600000000066,0,169.363,-1.7050272000000177,,
10,"We point out that this is true to the classical physics as well. The classical
Poisson bracket satisfies
",We point out that this is true to the classical physics as well. The classical Poisson bracket satisfies ,True,105,133.76799999999992,477.47670373999983,571.6162555999999,593.5338556,21.917600000000107,0,-326.0,11.955000000000041,,
7,→,"{A, B}P B = lim ¯h→0 ",False,21,246.98899999999992,319.6605790999999,541.4230828,557.3098556,15.886772800000017,-3,113.221,-6.03082720000009,,
10,ˆˆ,"(cid:104) ˆA, ˆB ",False,17,334.89300000000003,359.0546321,547.3472556,564.3230400000001,16.975784400000066,3,87.90400000000011,1.089011600000049,,
10,"(cid:105)
",(cid:105) ,False,10,359.554,364.25833972,554.36044,564.3230400000001,9.962600000000066,0,24.660999999999945,-7.0131844,,
10,−,−i ¯h ,False,6,322.5169999999999,333.69711569999987,540.5132556,564.0498556,23.53660000000002,0,-37.03700000000009,13.573999999999955,,
10,"(21)
",(21) ,False,5,459.768,477.47951028,547.3472556,557.3098556000001,9.962600000000066,0,137.2510000000001,-13.573999999999955,,
10,"and so
",and so ,False,7,133.76799999999997,162.04783636,521.9702556000001,531.9328556000002,9.962600000000066,0,-326.0,0.0,,
7,"[]
","{QA, QB}P B = −iQ[A,B] The Euclidean charge is −i times the Lorentzian one and so forms the representation eaQ. ",True,112,133.76799999999992,477.48239022,480.1272556000002,519.9778556000001,39.85059999999993,-3,-5.684341886080802e-14,29.887999999999863,,
10,"(22)
",(22) ,False,5,459.7679999999999,477.47951027999994,510.01525560000016,519.9778556000001,9.962599999999952,3,326.0,-29.887999999999977,,
10,Example: Charge. ,Example: Charge. Charge is the Noether charge associated with global ,True,69,148.7119999999999,477.48267762,456.2162556000002,466.1788556000002,9.962600000000009,0,-311.05600000000004,5.684341886080802e-14,,
10,"gauge transformations of the charge-carrying field.
",gauge transformations of the charge-carrying field. ,True,52,133.76799999999992,353.7521706,444.2612556000002,454.2238556000002,9.962600000000009,0,-14.943999999999988,0.0,,
10,"For complex scalar field:
",For complex scalar field: ,False,26,133.76799999999992,240.01215517999992,400.42625560000016,410.38885560000017,9.962600000000009,0,0.0,0.0,,
10,"For QED:
",For QED: ,False,9,133.76799999999997,176.55338196,325.5292556,335.4918556,9.962600000000009,0,5.684341886080802e-14,0.0,,
10,"We have
",We have ,False,8,133.76799999999997,170.5698444,264.58025560000004,274.54285560000005,9.962600000000009,0,0.0,0.0,,
7,−−,"ϕ → e−iϵϕ, ψ → e−iϵψ ",False,21,257.6269999999999,353.2636376399999,422.3432556000002,434.01088280000016,11.66762719999997,-3,123.85899999999992,1.7050271999999609,,
10,"(cid:18)
",(cid:18) ,False,9,273.81299999999993,281.1464698599999,383.0864400000002,393.0490400000002,9.962600000000009,3,16.186000000000035,-1.7050271999999609,,
7,a ,J a = i ,False,8,244.13499999999993,272.15311569999994,373.0842556000002,384.75088280000017,11.666627199999994,-3,-29.677999999999997,1.7040271999999845,,
10,"ϕ
",ϕ ,False,2,281.147,287.08271708,373.0842556,383.0468556,9.962600000000009,3,37.01200000000006,-1.7040271999999845,,
7,a,∂L ∂∇aϕ ,False,8,288.279,313.17871708,364.3540828,389.7858556,25.431772799999976,-3,7.132000000000005,15.469172799999967,,
10,"−
",− ,False,2,316.589,324.33791028,373.0842556,383.0468556,9.962600000000009,3,28.310000000000002,-15.469172799999967,,
7,a,∂L ∂∇aϕ ,False,8,327.747,352.64671708000003,365.3350828,389.7858556,24.45077279999998,-3,11.158000000000015,14.488172799999973,,
10,"ϕ
",ϕ ,False,2,353.843,359.77871708000004,373.0842556,383.0468556,9.962600000000009,3,26.096000000000004,-14.488172799999973,,
10,"(cid:19)
",(cid:19) ,False,9,359.779,367.11246986,383.08644000000004,393.04904000000005,9.962600000000009,0,5.935999999999979,0.0,,
7,a aa,J a = i(∇aϕϕ − ϕ∇aϕ) ,False,21,256.658,354.58945514,343.4622556,355.1288828,11.666627199999994,-3,-103.12099999999998,1.7040271999999845,,
7,a ,J a = i ,False,8,242.313,270.3311157,308.1502556,319.8168828,11.666627199999994,0,-14.345000000000027,0.0,,
10,"(cid:18)
",(cid:18) ,False,9,271.992,279.32546986,318.15244,328.11504,9.962600000000009,3,29.67900000000003,-1.7040271999999845,,
10,"ψ
",ψ ,False,2,279.325,285.81463764,308.15025560000004,318.11285560000005,9.962600000000009,0,7.33299999999997,0.0,,
7,a,∂L ∂∇aψ ,False,8,287.368,312.82163764,300.3352556,324.8518556,24.51660000000004,-3,8.043000000000006,14.55400000000003,,
10,"−
",− ,False,2,316.589,324.33791028,308.1502556,318.1128556,9.962600000000009,3,29.221000000000004,-14.55400000000003,,
7,a,∂L ∂∇aψ ,False,8,327.747,353.20063764,301.31625560000003,324.85185559999996,23.53559999999993,-3,11.158000000000015,13.572999999999922,,
10,"ψ
",ψ ,False,2,354.754,361.24363764000003,308.15025560000004,318.11285560000005,9.962600000000009,3,27.007000000000005,-13.572999999999922,,
10,"(cid:19)
",(cid:19) ,False,9,361.601,368.93446986,318.15244000000007,328.1150400000001,9.962600000000009,0,6.84699999999998,0.0,,
10,−,J a = −iψΓaψ ,False,13,275.37,335.51963764,282.51325560000004,294.17988280000003,11.666627199999994,0,-86.231,1.7040271999999845,,
10,"(cid:90)
",(cid:90) ,False,9,291.587,297.12222056,259.53944000000007,269.5020400000001,9.962600000000009,0,16.216999999999985,-1.7040271999999845,,
10,Q ,Q = ,False,4,270.42699999999996,288.81991028,250.02325560000006,259.98585560000004,9.96259999999998,0,-21.160000000000025,-2.842170943040401e-14,,
7,"∂M
",∂M ,False,3,297.122,309.39937490000005,241.52608280000004,248.49988280000005,6.973800000000011,-3,26.69500000000005,-2.9887999999999693,,
7,"aa
",αnaJ a ,False,7,312.309,340.32266386000003,249.10908280000004,261.69088280000005,12.581800000000015,0,15.187000000000012,5.608000000000004,,
10,−,"[Q, ϕ(x)] = −ϕ(x) ",False,18,266.81000000000006,344.43845514000014,226.50025560000006,236.46285560000004,9.96259999999998,3,-45.49899999999997,-2.619200000000035,,
10,−,"[Q, ψ(x)] = −ψ(x) ",False,18,265.8990000000001,345.3494551400002,208.56725560000007,218.52985560000005,9.96259999999998,0,-0.9109999999999445,0.0,,
7,a a ,"By U (1) gauge invariance, if Aa is coupled to K a in the Lagrangian, then ",False,75,133.7680000000002,455.3118987800002,189.72008280000006,201.80388280000008,12.083800000000025,-3,-132.13099999999991,2.1212000000000444,,
7,aaaa,eJ a∇aϵ − K a∇aϵ = 0 ,False,21,258.2700000000002,352.97981308000016,167.80308280000006,180.38388280000007,12.58080000000001,0,124.50200000000001,0.4969999999999857,,
10,"Therefore the gauge field must couple to charge by:
",Therefore the gauge field must couple to charge by: ,False,52,133.7680000000002,358.33994790000025,146.79925560000007,156.76185560000005,9.96259999999998,3,-124.50200000000001,-2.61820000000003,,
7,"aa
",eAaJ a ,False,7,291.5070000000002,319.2416638600002,123.96708280000006,136.54888280000006,12.581800000000001,-3,157.73899999999998,2.6192000000000206,,
10,"3
",3 ,False,2,303.1330000000002,308.1143000000002,87.43225560000005,97.39485560000006,9.962600000000009,3,11.626000000000033,-2.619199999999992,True,2
10,"(23)
",(23) ,False,5,459.7679999999999,477.47951027999994,422.3432556000002,432.3058556000002,9.962600000000009,0,156.6349999999997,0.0,True,2
10,"(24)
",(24) ,False,5,459.76800000000003,477.47951028000006,373.0842556,383.0468556,9.962600000000009,0,1.1368683772161603e-13,0.0,,
10,"(25)
",(25) ,False,5,459.76462333999996,477.47613362,343.4622556,353.4248556,9.962600000000009,0,-0.0033766600000717517,0.0,,
10,"(26)
",(26) ,False,5,459.76800000000003,477.47951028000006,308.15025560000004,318.11285560000005,9.962600000000009,0,0.0033766600000717517,0.0,,
10,"(27)
",(27) ,False,5,459.768,477.47951028,282.51325560000004,292.47585560000005,9.962600000000009,0,-5.684341886080802e-14,0.0,,
